subject,relation,object,new_topic,old_index
debut,cut by,Ginepri Fifteen year old Donald Young 's appearance,2,10329
Young debut,cut short by,Ginepri Donald Young 's appearance,2,10330
Young debut,cut by,Ginepri Fifteen year old Donald Young 's first appearance in ATP tennis tournament,2,10331
debut,cut short by,Ginepri Fifteen year old Donald Young 's appearance in ATP tennis tournament,2,10332
debut,cut by,Ginepri Donald Young 's first appearance,2,10333
debut,cut short by,Ginepri Donald Young 's first appearance in ATP tennis tournament,2,10334
sister,are declining,tennis,2,10335
Angry Williams,rejects,criticism Serena Williams,2,10336
she,are declining,tennis,2,10337
that declining force,is in,tennis,2,10338
Serena,has,claims,2,10339
US judge,has set,trial date for Balco steroid distribution case,4,10340
US judge,has set,preliminary trial date for Balco steroid distribution case,4,10341
US judge,has set,preliminary trial date,4,10342
US judge,has set,trial date,4,10343
Trial date,is,set,4,10344
Trial date,is set for,Balco case,4,10345
Trial,is,date,4,10346
Trial,is,preliminary,4,10347
Trial,is,case,4,10348
one newspaper,proclaimed,November to remember Last Saturday,2,10349
one newspaper,proclaimed,November remember Saturday,2,10350
England,were,number one side in world,2,10351
November,remember at_time,Last Saturday,2,10352
newspaper,proclaimed,November remember Saturday,2,10353
England,were,number one side,2,10354
one newspaper,proclaimed,November remember Last Saturday,2,10355
newspaper,proclaimed,November remember Last Saturday,2,10356
one newspaper,proclaimed,November to remember Saturday,2,10357
England,were,still number one side in world,2,10358
England,were,still number one side,2,10359
newspaper,proclaimed,November to remember Last Saturday,2,10360
that number one side,is in,world,2,10361
November,remember at_time,Saturday,2,10362
newspaper,proclaimed,November to remember Saturday,2,10363
newspaper,proclaimed,number,2,10364
newspaper,proclaimed,side,2,10365
winning start Tim Henman,opened,his 2005 campaign,2,10366
start Tim Henman,opened,his 2005 campaign,2,10367
Henman,is,Classy,2,10368
start,makes,campaign,2,10369
start,makes,victory,2,10370
QPR keeper Day heads,join Preston on,month 's loan,6,10371
QPR keeper Day heads,is,set,6,10372
QPR keeper Day heads,join,Preston,6,10373
keeper,is,heads,6,10374
Henman,hopes ended in,Dubai Third seed Tim Henman,2,10375
seed,hopes,straight,2,10376
seed,hopes,sets,2,10377
seed,hopes,rain,2,10378
seed,hopes,final,2,10379
seed,hopes,quarter,2,10380
African double,won,9,2,10381
double,won,9,2,10382
5000m,won,champion,2,10383
suspended sprinter Dwain Chambers,should,should allowed,2,10384
Collins,calls for,Chambers,2,10385
suspended sprinter Dwain Chambers,compete in,Olympics,2,10386
suspended sprinter Dwain Chambers,should,should allowed again,2,10387
sprinter Dwain Chambers,compete in,Olympics,2,10388
sprinter Dwain Chambers,should,should allowed,2,10389
sprinter Dwain Chambers,should,should allowed again,2,10390
Chambers,return,100m,2,10391
Chambers,return,champion,2,10392
Wednesday 's Champions League clash,is with,Barcelona,6,10393
Duff ruled,has,has ruled,6,10394
Damien,has,Champions,6,10395
Firm pair,handed,suspensions,6,10397
Old Firm pair,handed,suspensions,6,10398
Firm pair,handed,suspensions Celtic 's,6,10399
Old Firm pair,handed,suspensions Celtic 's,6,10400
Firm,is,Old,6,10401
she,participate in,next month 's World Cross Country Championships in St Etienne,2,10402
she,like,to participate in month 's World Cross Country Championships in St Etienne,2,10403
she,participate in,month 's World Cross Country Championships,2,10404
next month 's World Cross Country Championships,is in,St Etienne,2,10405
she,like,participate in month 's World Cross Country Championships,2,10406
she,like,participate in next month 's World Cross Country Championships,2,10407
she,like,to participate,2,10408
she,like,to participate in next month 's World Cross Country Championships in St Etienne,2,10409
she,participate in,month 's World Cross Country Championships in St Etienne,2,10410
she,like,participate in month 's World Cross Country Championships in St Etienne,2,10411
O'Sullivan,could run in,Worlds Sonia O'Sullivan,2,10412
she,like,to participate in month 's World Cross Country Championships,2,10413
she,participate in,next month 's World Cross Country Championships,2,10414
she,like,participate in next month 's World Cross Country Championships in St Etienne,2,10415
she,like,to participate in next month 's World Cross Country Championships,2,10416
Sonia,has,she,2,10417
Sonia,has,next,2,10418
Sonia,has,month,2,10419
Sonia,has,Championships,2,10420
he,win,his major title,2,10421
weekend 's Spar European Indoor Championships,is in,Madrid,2,10422
McIlroy aiming,is,confident,2,10423
he,win,his first title,2,10424
he,win,his title,2,10425
he,win,his first major title,2,10426
Marion Jones,be stripped of,medals,4,10427
Marion Jones,be stripped of,her medals,4,10428
Pound,says,substances,4,10429
he,remains,after dropped for Carling Cup final,6,10430
he,remains,part,6,10431
future,is,uncertain,6,10432
he,remains,dropped,6,10433
he,remains,dropped for Carling Cup,6,10434
he,remains,dropped for Carling Cup final,6,10435
Unclear future,is,uncertain,6,10436
he,remains,part of boss Rafa Benitez 's plans,6,10437
he,remains,after dropped for Carling Cup,6,10438
he,remains,after dropped,6,10439
future,is,Unclear,6,10440
striker,has,future,6,10441
striker,is at,future,6,10442
doubters,go,wrong,2,10443
doubters,go,marathons,2,10444
doubters,go,greatest,2,10445
doubters,go,career,2,10446
Dallaglio,is at,man,2,10447
comeback Paula Radcliffe,made,return,2,10449
comeback Paula Radcliffe,made,return to running,2,10450
comeback Paula Radcliffe,made,triumphant return with victory,2,10451
comeback Paula Radcliffe,made,triumphant return to running,2,10452
winning comeback Paula Radcliffe,made,return to running,2,10453
comeback Paula Radcliffe,made,triumphant return to competitive running with victory in New York Marathon,2,10454
winning comeback Paula Radcliffe,made,triumphant return to competitive running with victory,2,10455
winning comeback Paula Radcliffe,made,triumphant return to running with victory,2,10456
comeback Paula Radcliffe,made,return to competitive running with victory in New York Marathon,2,10457
triumphant return,is with,victory in New York Marathon,2,10458
comeback Paula Radcliffe,made,return to competitive running,2,10459
winning comeback Paula Radcliffe,made,return,2,10460
winning comeback Paula Radcliffe,made,return to competitive running with victory in New York Marathon,2,10461
winning comeback Paula Radcliffe,made,return with victory in New York Marathon,2,10462
winning comeback Paula Radcliffe,made,triumphant return to competitive running,2,10463
winning comeback Paula Radcliffe,made,triumphant return to running with victory in New York Marathon,2,10464
winning comeback Paula Radcliffe,made,triumphant return to competitive running with victory in New York Marathon,2,10465
comeback Paula Radcliffe,made,triumphant return to competitive running with victory,2,10466
winning comeback Paula Radcliffe,made,return to competitive running with victory,2,10467
comeback Paula Radcliffe,made,return to competitive running with victory,2,10468
comeback Paula Radcliffe,made,return to running with victory in New York Marathon,2,10469
comeback Paula Radcliffe,made,triumphant return with victory in New York Marathon,2,10470
winning comeback Paula Radcliffe,made,return with victory,2,10471
victory,is in,New York Marathon,2,10472
comeback Paula Radcliffe,made,return with victory in New York Marathon,2,10473
winning comeback Paula Radcliffe,made,triumphant return to running,2,10474
comeback Paula Radcliffe,made,triumphant return to competitive running,2,10475
comeback Paula Radcliffe,made,triumphant return to running with victory,2,10476
winning comeback Paula Radcliffe,made,return to running with victory,2,10477
winning comeback Paula Radcliffe,made,return to running with victory in New York Marathon,2,10478
winning comeback Paula Radcliffe,made,triumphant return with victory,2,10479
winning comeback Paula Radcliffe,made,triumphant return with victory in New York Marathon,2,10480
comeback Paula Radcliffe,made,triumphant return to running with victory in New York Marathon,2,10481
comeback Paula Radcliffe,made,triumphant return,2,10482
winning comeback Paula Radcliffe,made,return to competitive running,2,10483
winning comeback Paula Radcliffe,made,triumphant return,2,10484
comeback Paula Radcliffe,made,return to running with victory,2,10485
comeback Paula Radcliffe,made,return with victory,2,10486
Jones probe,begins,investigation into doping claims against Marion Jones,4,10487
Jones probe,begins,investigation,4,10488
Jones doping probe,begins,investigation,4,10489
Jones doping probe,begins,investigation into doping claims,4,10490
Jones doping probe,begins,investigation into doping claims against Marion Jones,4,10491
Jones probe,begins,investigation into doping claims,4,10492
club look,are,ready,2,10493
Israeli club look,are,all ready,2,10494
club look,play for,club Hapoel Bnei Sakhnin,2,10495
Israeli club look,play for,Israeli club Hapoel Bnei Sakhnin,2,10496
Israeli club look,play in,Uefa Cup,2,10497
club look,are,all ready,2,10498
club look,play for,Israeli club Hapoel Bnei Sakhnin,2,10499
Israeli club look,are,ready,2,10500
club look,play in,Uefa Cup,2,10501
Israeli club look,play for,club Hapoel Bnei Sakhnin,2,10502
club,is,Israeli,2,10503
European,hopes,Steven Gerrard,6,10504
Liverpool,have,little chance,6,10505
Liverpool,have,chance,6,10506
European,hopes,chance,6,10507
European,hopes,little,6,10508
European,hopes,Champions,6,10509
European,hopes,season,6,10510
Bell set,face,Ireland,1,10511
Bell set,face Ireland in,RBS Six Nations,1,10512
Bell set,has,has added to England 's 30 man squad,1,10513
Bell set,has,has added,1,10514
manager Brian Kerr,admitted at,victory margin Republic of Ireland,6,10515
manager Brian Kerr,admitted at,victory margin Republic,6,10516
Brian,was,more,6,10517
Brian,was,side,6,10518
Brian,was,friendly,6,10519
Brian,was,goal,6,10520
Bridge,could miss,rest of season Chelsea,6,10521
left back Wayne Bridge,could miss rest with,suspected broken ankle,6,10522
Bridge,could miss,rest,6,10523
back Wayne Bridge,could miss rest with,broken ankle,6,10524
back Wayne Bridge,could miss,rest of season,6,10525
left back Wayne Bridge,could miss rest with,ankle,6,10526
back Wayne Bridge,could miss rest with,ankle,6,10527
left back Wayne Bridge,could miss rest with,suspected ankle,6,10528
left back Wayne Bridge,could miss rest with,broken ankle,6,10529
back Wayne Bridge,could miss,rest,6,10530
left back Wayne Bridge,could miss,rest,6,10531
back Wayne Bridge,could miss rest with,suspected broken ankle,6,10532
back Wayne Bridge,could miss rest with,suspected ankle,6,10533
left back Wayne Bridge,could miss,rest of season,6,10534
Bridge,is at,rest,6,10535
Collins compete,will compete at,Norwich Union Grand Prix in Birmingham,2,10536
Collins to compete,will compete at,Norwich Union Grand Prix,2,10537
Collins to compete,will compete in,60m,2,10538
Norwich Union Grand Prix,is in,Birmingham,2,10539
Collins to compete,will compete at,Norwich Union Grand Prix in Birmingham,2,10540
Collins compete,will compete at,Norwich Union Grand Prix,2,10541
Collins compete,will compete in,60m,2,10542
Collins,compete in,Birmingham World,2,10543
Collins compete,will compete on,18 February,2,10544
Collins to compete,will compete on,18 February,2,10545
champion,compete,60m,2,10546
Ref,stands by,Scotland decisions,1,10547
referee,defended,officials ' handling,1,10548
referee,defended,officials ' handling of game,1,10549
Davies,favours,Gloucester future Wales hooker Mefin Davies,6,10550
Mefin,is,likely,6,10551
Mefin,is,side,6,10552
Mefin,is,English,6,10553
Mefin,is,interest,6,10554
Mefin,is,Ospreys,6,10555
Danny,needs,actions,1,10556
Borders 19 20 Ulster Ulster,clung on for,morale boosting Celtic League win,1,10557
Borders 19 20 Ulster Ulster,clung on for,boosting League win over bottom club Borders,1,10558
Borders 19 20 Ulster Ulster,clung on on,Friday night,1,10559
Borders 19 20 Ulster Ulster,clung on for,League win over bottom club Borders at Netherdale,1,10560
Borders 19 20 Ulster Ulster,clung on for,Celtic League win,1,10561
Borders 19 20 Ulster Ulster,clung on for,morale boosting League win at Netherdale,1,10562
Borders 19 20 Ulster Ulster,clung on for,boosting Celtic League win,1,10563
Borders 19 20 Ulster Ulster,clung on for,morale boosting League win over bottom club Borders,1,10564
Borders 19 20 Ulster Ulster,clung on for,Celtic League win over bottom club Borders at Netherdale,1,10565
Borders 19 20 Ulster Ulster,clung on for,League win at Netherdale,1,10566
Borders 19 20 Ulster Ulster,clung on for,boosting Celtic League win over bottom club Borders at Netherdale,1,10567
Borders 19 20 Ulster Ulster,clung on for,morale boosting League win,1,10568
Borders 19 20 Ulster Ulster,clung on for,boosting Celtic League win at Netherdale,1,10569
Borders 19 20 Ulster Ulster,clung on for,boosting League win,1,10570
Borders 19 20 Ulster Ulster,clung on for,League win over bottom club Borders,1,10571
Borders 19 20 Ulster Ulster,clung on for,boosting Celtic League win over bottom club Borders,1,10572
Borders 19 20 Ulster Ulster,clung on for,morale boosting Celtic League win at Netherdale,1,10573
Borders 19 20 Ulster Ulster,clung on for,Celtic League win at Netherdale,1,10574
Borders 19 20 Ulster Ulster,clung on for,Celtic League win over bottom club Borders,1,10575
Borders 19 20 Ulster Ulster,clung on for,morale boosting Celtic League win over bottom club Borders,1,10576
Borders 19 20 Ulster Ulster,clung on for,morale boosting League win over bottom club Borders at Netherdale,1,10577
Borders 19 20 Ulster Ulster,clung on for,boosting League win over bottom club Borders at Netherdale,1,10578
Borders 19 20 Ulster Ulster,clung on for,morale boosting Celtic League win over bottom club Borders at Netherdale,1,10579
Borders 19 20 Ulster Ulster,clung on for,League win,1,10580
Borders 19 20 Ulster Ulster,clung on for,boosting League win at Netherdale,1,10581
Federer,claims,crown,2,10582
Federer,claims,number,2,10583
Federer,claims,long,2,10584
Federer,claims,trophy,2,10585
Dementieva,prevails in,Hong Kong Elena Dementieva,2,10586
Hong Kong,has,Champions Challenge event,2,10587
champion Venus Williams 6 3,win,Hong Kong 's Champions Challenge event,2,10588
Elena,swept,champion,2,10589
Elena,swept,Champions,2,10590
crucial win Liverpool manager Rafael Benitez,admitted,victory against Deportivo La Coruna,2,10591
win Liverpool manager Rafael Benitez,admitted,victory,2,10592
win Liverpool manager Rafael Benitez,admitted,victory against Deportivo La Coruna,2,10593
crucial win Liverpool manager Rafael Benitez,admitted,victory,2,10594
Relay,says,squad,2,10595
Relay,says,thrilled,2,10596
Relay,says,honours,2,10597
Six Nations opener,is in,Cardiff,1,10598
Mathew Tait,face Wales in,Six Nations opener,1,10599
Mathew Tait,face Wales in,Six Nations opener in Cardiff on Saturday,1,10600
Mathew Tait,has,has named,1,10601
Mathew Tait,has,has named as centre,1,10602
Mathew Tait,has,has named as centre in England 's team,1,10603
centre,is in,England 's team,1,10604
Mathew Tait,face Wales in,Six Nations opener on Saturday,1,10605
Teenager Tait,picked for,England Newcastle 's teenage centre,1,10606
Mathew Tait,face,Wales,1,10607
Mathew Tait,face Wales in,Six Nations opener in Cardiff,1,10608
Teenager Tait,picked for,England Newcastle 's centre,1,10609
Mathew,has,team,1,10610
Mathew,has,opener,1,10611
Capriati,miss,Melbourne Jennifer Capriati,2,10612
Jennifer,has,lady,2,10613
Jennifer,has,third,2,10614
Jennifer,has,injury,2,10615
Jennifer,has,Australian,2,10616
she,consider,appearance in Thailand month goes,2,10617
she,consider return,if appearance later month goes well,2,10618
she,consider return,appearance later month goes well,2,10619
she,consider,appearance month goes well,2,10620
she,consider return,appearance month goes well,2,10621
she,consider return,if appearance month goes,2,10622
she,consider,if appearance month goes well,2,10623
she,consider return,if appearance in Thailand later month goes well,2,10624
she,consider,if appearance later month goes,2,10625
she,consider return,appearance later month goes,2,10626
she,consider,if appearance in Thailand later month goes well,2,10627
Hingis,hints at,comeback Martina Hingis,2,10628
she,consider,if appearance later month goes well,2,10629
she,consider return,appearance in Thailand month goes well,2,10630
she,consider,if appearance in Thailand month goes well,2,10631
she,consider,appearance later month goes well,2,10632
she,consider return,appearance in Thailand later month goes,2,10633
she,consider,if appearance month goes,2,10634
she,consider,competitive return to tennis,2,10635
she,consider return,appearance in Thailand month goes,2,10636
she,consider return,if appearance month goes well,2,10637
she,consider return,if appearance in Thailand later month goes,2,10638
she,consider return,appearance in Thailand later month goes well,2,10639
she,consider return,appearance month goes,2,10640
she,consider,appearance in Thailand later month goes,2,10641
she,consider,return,2,10642
she,consider,competitive return,2,10643
she,consider return,if appearance later month goes,2,10644
she,consider,appearance in Thailand later month goes well,2,10645
she,consider,appearance in Thailand month goes well,2,10646
she,consider return,if appearance in Thailand month goes,2,10647
she,consider,if appearance in Thailand later month goes,2,10648
she,consider,appearance later month goes,2,10649
she,consider,if appearance in Thailand month goes,2,10650
she,consider,appearance month goes,2,10651
Hingis,hints at,playing comeback Martina Hingis,2,10652
she,consider,return to tennis,2,10653
she,consider return,if appearance in Thailand month goes well,2,10654
Chepkemei,joins,Edinburgh line up Susan Chepkemei,2,10655
Houllier,praises,Benitez regime Former Liverpool manager Gerard Houllier,6,10656
Gerard,has,work,6,10657
her,return after,two years,2,10658
her,return at,Volvo Women 's Open,2,10659
Volvo Women 's Open,is in,Pattaya,2,10660
her,return to,competitve tennis,2,10661
her,return at,Volvo Women 's Open on Tuesday,2,10662
her,return to,tennis,2,10663
her,return at,Volvo Women 's Open in Pattaya,2,10664
her,return at,Volvo Women 's Open in Pattaya on Tuesday,2,10665
Tuesday,return,her,2,10666
Tuesday,return,unexpected,2,10667
Tuesday,return,tennis,2,10668
Tuesday,return,competitve,2,10669
Tuesday,return,years,2,10670
Tuesday,return,game,2,10671
Exeter test Manchester United,avoided FA Cup by,edging past Exeter City,6,10672
Exeter test Manchester United,avoided,FA Cup,6,10673
Exeter test Manchester United,avoided,FA Cup upset,6,10674
Exeter test Manchester United,avoided FA Cup by,past Exeter City,6,10675
Exeter test Manchester United,avoided FA Cup in,their round replay,6,10676
Exeter test Manchester United,avoided FA Cup in,their third round replay,6,10677
Man,is at,Utd,6,10678
Moya,fights for,Indian title Carlos Moya,2,10679
Moya,fights for,title Carlos Moya,2,10680
Moya,fights back for,title Carlos Moya,2,10681
Moya,fights back for,Indian title Carlos Moya,2,10682
GB,were,runners,2,10683
GB,were,match,2,10684
GB,were,51st,2,10685
his desire,stay at,Anfield,6,10686
Gerrard happy,has reiterated,his desire,6,10687
Gerrard,has reiterated,his desire,6,10688
captain,has,desire,6,10689
captain,has,trophies,6,10690
Bortolami predicts,will,will scrappy encounter,1,10691
dour contest Italy skipper Marco Bortolami,believes,Saturday 's Six Nations contest against Scotland,1,10692
Bortolami predicts,will,will encounter,1,10693
dour contest Italy skipper Marco Bortolami,believes,Saturday 's Six Nations contest,1,10694
Saturday,has,Six Nations contest against Scotland,1,10695
Marco,believes,scrappy,1,10696
Marco,believes,encounter,1,10697
Slovakia seal Hopman Cup success Slovakia,clinched Hopman Cup for,time,2,10698
Slovakia seal Hopman Cup success Slovakia,clinched Hopman Cup for,second time,2,10699
Slovakia seal Hopman Cup success Slovakia,clinched,Hopman Cup,2,10700
England,launch,ref protest England,6,10701
referee 's performance,is in,defeat by Ireland,6,10702
ref,protest,referee,6,10703
Carlos Moya,described,Spain 's Davis Cup victory,2,10704
Andy Roddick,end,USA 's challenge in Seville,2,10705
USA 's challenge,is in,Seville,2,10706
USA,has,challenge in Seville,2,10707
he,beat,Andy Roddick,2,10708
Moya,described,Spain 's Davis Cup victory,2,10709
Andy Roddick,end,USA 's challenge,2,10710
Spain,has,Davis Cup victory,2,10711
Carlos,described,victory,2,10712
Carlos,described,highlight,2,10713
Carlos,described,career,2,10714
Wilkinson,miss,Ireland match England,1,10715
England,have,Nations,1,10716
Sprinter Walker,quits,athletics Former European 200m champion Dougie Walker,2,10718
Sprinter Walker,quits,athletics Former 200m champion Dougie Walker,2,10719
Dane 's agent,hold,talks,6,10720
Dane,has,agent,6,10721
Dane 's agent,hold,talks about move,6,10722
Dane 's agent,travelled to,Spain,6,10723
Real,is at,talks,6,10724
talks,are,move,6,10725
Safin cool,has ruled out,chance of winning Wimbledon in future,2,10726
Marat,has,chance,2,10727
Marat,has,future,2,10728
Bernardo Gandulla,headed for,Brazil,2,10729
Argentine,is in,Brazil,2,10730
Tevez,is at,Argentine,2,10731
he,get despite,start,2,10732
he,get back despite,tough start,2,10733
he,get back despite,start,2,10734
he,get despite,start to 2005,2,10735
he,get despite,tough start to 2005,2,10736
he,get despite,tough start,2,10737
he,get back despite,tough start to 2005,2,10738
he,get back despite,start to 2005,2,10739
Faultless Federer,has,fantastic tennis player,2,10740
Federer,has,fantastic tennis player,2,10741
Federer,is,Faultless,2,10742
Bristol City Milton Keynes Leroy Lita,took,his goal tally,6,10743
season,earned,double,6,10744
manager Glenn Hoddle,will,as will unveiled on Tuesday,6,10745
Wolves,appoint Hoddle,will unveiled as new Wolves manager,6,10746
Wolves,appoint Hoddle,will unveiled as new Wolves manager on Tuesday,6,10747
manager Glenn Hoddle,will,will unveiled on Tuesday,6,10748
Wolves,appoint Hoddle,will unveiled as Wolves manager,6,10749
manager Glenn Hoddle,will,as will unveiled as new Wolves manager,6,10750
Wolves,appoint Hoddle,will unveiled on Tuesday,6,10751
manager Glenn Hoddle,will,will unveiled as Wolves manager,6,10752
Wolves,appoint Hoddle,as will unveiled on Tuesday,6,10753
manager Glenn Hoddle,will,as will unveiled as Wolves manager,6,10754
manager Glenn Hoddle,will,as will unveiled as Wolves manager on Tuesday,6,10755
manager Glenn Hoddle,will,will unveiled,6,10756
manager Glenn Hoddle,will,will unveiled as Wolves manager on Tuesday,6,10757
manager Glenn Hoddle,will,will unveiled as new Wolves manager on Tuesday,6,10758
Wolves,appoint Hoddle,as will unveiled as Wolves manager on Tuesday,6,10759
Wolves,appoint Hoddle,will unveiled,6,10760
Wolves,appoint Hoddle,will unveiled as Wolves manager on Tuesday,6,10761
Wolves,appoint Hoddle,as will unveiled,6,10762
manager Glenn Hoddle,will,as will unveiled as new Wolves manager on Tuesday,6,10763
Wolves,appoint Hoddle,as will unveiled as new Wolves manager,6,10764
Wolves,appoint,Hoddle,6,10765
manager Glenn Hoddle,will,will unveiled as new Wolves manager,6,10766
manager Glenn Hoddle,will,as will unveiled,6,10767
Wolves,appoint Hoddle,as will unveiled as new Wolves manager on Tuesday,6,10768
Wolves,appoint Hoddle,as will unveiled as Wolves manager,6,10769
Wolves,is at,Hoddle,6,10770
Glenn,be,new,6,10771
there,been,better Six Nations match,2,10772
there,been,Six Nations match than Saturday 's epic in Paris,2,10773
there,been,Six Nations match,2,10774
there,been better,epic,2,10775
there,been,better Six Nations match than Saturday 's epic in Paris,2,10776
Saturday 's epic,is in,Paris,2,10777
there,been,Six Nations match than Saturday 's epic,2,10778
there,been,better Six Nations match than Saturday 's epic,2,10779
Welsh,hopes,better,2,10780
Welsh,hopes,Nations,2,10781
Welsh,hopes,match,2,10782
Welsh revival,can continue,way to first Grand Slam,2,10783
revival,continue,way,2,10784
revival,continue,first,2,10785
scintillating display,is in,Paris,2,10786
Benitez,launch,Morientes bid Liverpool,6,10787
Arsenal,sealed trip with,4 2 victory on penalties,6,10788
Arsenal,win,4 2,6,10789
goalkeeper,saved from,Alan Quinn,6,10790
Spanish goalkeeper,saved from,Alan Quinn,6,10791
Arsenal,sealed,quarter final trip to Bolton,6,10792
Arsenal,sealed,quarter final trip,6,10793
Arsenal,sealed,trip,6,10794
Arsenal,sealed,trip to Bolton,6,10795
Arsenal,sealed trip with,4 2 victory,6,10796
he,be criticised after,their Uefa Cup exit at hands at Ibrox on Wednesday,6,10797
he,be criticised after,their Uefa Cup exit at hands at Ibrox,6,10798
he,be criticised after,their disastrous Uefa Cup exit at hands at Ibrox,6,10799
he,be criticised after,their Uefa Cup exit on Wednesday,6,10800
he,be criticised after,their disastrous Uefa Cup exit at hands,6,10801
he,be criticised after,their Uefa Cup exit at Ibrox,6,10802
he,be criticised after,their Uefa Cup exit at hands,6,10803
he,be criticised after,their Uefa Cup exit at Ibrox on Wednesday,6,10804
he,be criticised after,their disastrous Uefa Cup exit on Wednesday,6,10805
he,be criticised after,their Uefa Cup exit at hands of Auxerre,6,10806
he,be criticised after,their Uefa Cup exit at hands of Auxerre on Wednesday,6,10807
he,be criticised after,their disastrous Uefa Cup exit at Ibrox on Wednesday,6,10808
he,be criticised after,their Uefa Cup exit,6,10809
he,be criticised after,their Uefa Cup exit at hands of Auxerre at Ibrox,6,10810
he,be criticised after,their disastrous Uefa Cup exit at hands of Auxerre,6,10811
he,be criticised after,their disastrous Uefa Cup exit at Ibrox,6,10812
he,be criticised after,their Uefa Cup exit at hands on Wednesday,6,10813
he,be criticised after,their disastrous Uefa Cup exit at hands of Auxerre on Wednesday,6,10814
he,be criticised after,their disastrous Uefa Cup exit,6,10815
he,be,criticised,6,10816
he,be criticised after,their disastrous Uefa Cup exit at hands at Ibrox on Wednesday,6,10817
he,be criticised after,their disastrous Uefa Cup exit at hands of Auxerre at Ibrox,6,10818
he,be criticised after,their Uefa Cup exit at hands of Auxerre at Ibrox on Wednesday,6,10819
he,be criticised after,their disastrous Uefa Cup exit at hands on Wednesday,6,10820
he,be criticised after,their disastrous Uefa Cup exit at hands of Auxerre at Ibrox on Wednesday,6,10821
Alex,is,disastrous,6,10822
Alex,is,exit,6,10823
Smith,has given,his backing,6,10824
Smith keen,has given,his backing,6,10825
Walter,has,backing,6,10826
Athens memories,soar above,lows,2,10827
it,has,goodbye,2,10828
lows,'s,Olympic,2,10829
lows,'s,goodbye,2,10830
lows,'s,usual,2,10831
lows,'s,year,2,10832
Murray returns,has,has named ahead of Saturday 's Six Nations match,1,10833
Murray returns,has,has named in Scotland training squad after eight week ban ahead,1,10834
Murray returns,has,has named in Scotland training squad ahead of Saturday 's Six Nations match with Ireland,1,10835
Murray returns,has,has named in Scotland training squad,1,10836
Murray returns,has,has named in Scotland training squad ahead of Saturday 's Six Nations match,1,10837
Murray returns,has,has named,1,10838
Murray returns,has,has named in Scotland training squad ahead,1,10839
Saturday 's Six Nations match,is with,Ireland,1,10840
Murray returns,has,has named after eight week ban ahead,1,10841
Murray returns,has,has named in Scotland training squad after eight week ban ahead of Saturday 's Six Nations match,1,10842
Murray returns,has,has named after eight week ban,1,10843
Murray returns,has,has named after eight week ban ahead of Saturday 's Six Nations match,1,10844
Murray returns,has,has named ahead of Saturday 's Six Nations match with Ireland,1,10845
Murray returns,has,has named ahead,1,10846
Murray returns,has,has named in Scotland training squad after eight week ban ahead of Saturday 's Six Nations match with Ireland,1,10847
Murray returns,has,has named after eight week ban ahead of Saturday 's Six Nations match with Ireland,1,10848
Murray returns,has,has named in Scotland training squad after eight week ban,1,10849
Scotland,fold,training,1,10850
Scotland,fold,squad,1,10851
England,has,defensive crisis,6,10852
England,has,defensive worries,6,10853
worries,have,withdrawal,6,10854
USA,has,Ireland,1,10855
USA,is at,Ireland,1,10856
States,is,real,1,10857
Wales want,could follow,England 's lead by training with rugby league club,6,10858
training,is with,rugby league club,6,10859
Wales want,could follow,England 's lead by training,6,10860
Wales want,could follow,England 's lead,6,10861
Wales,want,league training Wales,6,10862
England,has,lead by training with rugby league club,6,10863
Wales want,could follow,England 's lead by training with league club,6,10864
Wales,want,rugby league training Wales,6,10865
training,follow,lead,6,10866
Beattie return,calms,attack fears Everton striker James Beattie,6,10867
Roddick,is close,US Davis Cup assistant Dean Goldfine as his coach,2,10868
Roddick,is close,reportedly US Davis Cup assistant Dean Goldfine as his new coach,2,10869
Roddick,is close,confirming US Davis Cup assistant Dean Goldfine,2,10870
Roddick,is close,reportedly confirming US Davis Cup assistant Dean Goldfine,2,10871
Roddick,is close,reportedly confirming US Davis Cup assistant Dean Goldfine as his new coach,2,10872
Roddick,is close,reportedly US Davis Cup assistant Dean Goldfine,2,10873
Roddick,is close,confirming US Davis Cup assistant Dean Goldfine as his new coach,2,10874
Roddick,is in,talks over new coach Andy Roddick,2,10875
Roddick,is close,reportedly US Davis Cup assistant Dean Goldfine as his coach,2,10876
Roddick,is close,US Davis Cup assistant Dean Goldfine as his new coach,2,10877
Roddick,is close,reportedly confirming US Davis Cup assistant Dean Goldfine as his coach,2,10878
Roddick,is close,US Davis Cup assistant Dean Goldfine,2,10879
Roddick,is close,confirming US Davis Cup assistant Dean Goldfine as his coach,2,10880
talks,has,Roddick,2,10881
Roddick,is at,talks,2,10882
Stevens,named in,England line up England,1,10884
Radcliffe,tackles,marathon tasks Paula Radcliffe,2,10885
biggest test,is in,New York City Marathon,2,10886
Paula,faces,biggest,2,10887
Paula,faces,test,2,10888
their place,is in,Scottish Cup,6,10889
Clyde,is at,place,6,10890
Bolton,switch,Bolton boss Sam Allardyce,6,10891
Candela completes,has signed Roma defender Vincent Candela on,five month deal,6,10892
Candela completes,has signed,Roma defender Vincent Candela,6,10893
Bolton,switch,boss,6,10894
Bolton,switch,defender,6,10895
1 March 2000 GMT Howard Webb home,is in,quarter finals,6,10896
v,is,Blackburn,6,10897
Burnley,is,1,6,10898
v,is,home,6,10899
v,is,quarter,6,10900
Newcastle line,is closing in on,Chelsea defender Celestine Babayaro,6,10901
