text;target
140981;"Snakes made me read Burma Road. A herpetologist friend urged me to visit Burma but he died of a snakebite, in Burma, before I ever made the journey. Since then I have devoured anything Burma in anticipation of a future trip. Hideyuki Takano's ""The Shore beyond Good and Evil, a report inside Burma's opium kingdom"" and Alan Rabinowitzs' ""Beyond the Last Village: a journey of discovery in Asia's forbidden wilderness"" have proven to be insightful reads. I heard that Donovan Webster had hiked the entire Burma road twice and was writing a book about it, so I pre-ordered it sight unseen.""Burma Road"", as it turned out had nothing to do with Webster's ramblings but was a world war two documentary instead. I am NOT a war buff and nearly returned the book unread. Luckily I started thumbing the pages and became thoroughly engrossed not only with Webster's wonderful ability to turn a phrase but the incredible story that unfolded before me.Inch by inch, foot by miserable foot, Allied forces eek a supply road eastward to free a starving China caught in a Japanese stranglehold. Fighting disease, snakes, snipers and the relentless jungle itself these heroic figures resolutely power onward. Meanwhile, equally valiant warriors wing over ""the hump"" to drop supplies over the Chinese border. During the course of the war over six hundred planes perished in the airlift.""Burma Road"" is a story of tremendous courage, indomitable spirit, and powerful men. At times it is uplifting and at others equally depressing. Humor and good spirits somehow rise to the surface. Webster has given a face to the faceless and a voice to those silenced on the Burma Road. Only someone who actually walked the Burma Road could write in such a convincing style. Tom Clancy buffs will be enthralled by this better than fiction tale.It was such an entirely wonderful read that I just ordered Webster's first book, ""Aftermath"". ""Burma Road"" is a story worth being told and a book worthy of being a movie.";1
4577;"A Dance with Dragons is the fifth novel in the Song of Ice and Fire series and probably the most eagerly-awaited epic fantasy novels in the recent history of the genre. It may be six years since A Feast for Crows was published, but it's eleven since A Storm of Swords came out and the last time we saw new material from Jon Snow, Daenerys Targaryen or Tyrion Lannister, the arguable central triptych of characters around whom the whole series rotates. The risk is high that Martin would deliver a novel that fails to meet expectations.Fortunately, he succeeds in giving ASoIaF fans a book that is almost everything its predecessor wasn't. Whilst Crows was tightly-focused and constrained in geographic setting, Dragons is huge, epic and sprawling. The novel covers events happening almost five thousand miles apart from one another, with a huge cast of characters, old and new. Where there are new characters, they are there to serve specific plot points and get the storyline really moving along, whilst some major existing characters are simply not featured where they have nothing to contribute to the storyline. Martin employs a fairly strict POV structure this time around: Dany, Jon and Tyrion (and, to a lesser extent, another character) get a significant number of chapters each but everyone else only gets a few. Once their work for the novel is done, they're outta there, and other POVs only show up when needed. This gives the novel a busy, revolving-door feeling at times as characters come in, do what needs to be done, and then get out, and gives some individual storylines and chapters a rather concise, focused feel, despite this being a huge, long book. Certainly with these 'lesser' POVs, there's little to no time for filler, though with some of the bigger POVs there are moments when Martin dwells on a story point a bit too long or delivers bit of background information which, whilst intriguing, doesn't really contribute much to the storyline at hand.It's a busy book with lots happening, possibly more than any other book in the series bar only A Storm of Swords. It's also the most disparate, and the geographic sprawl would make it easy for Martin to lose control of either the timeline or the plot focus. He doesn't do either, and by the end of the novel the timelines have been pretty much re-synched (with plenty of AFFC characters reappearing in the final few chapters to keep everything moving). Thematically, the book is much concerned with the notion of deeds, not words (the term ""Words are wind,"" is oft-repeated, probably a little bit too much) and the notion that you can only know people by what they do, not what they say. Disease and pestilence also play a role, whilst for the military engagements Martin expands his influences to include Napoleon's ill-fated march into Russia. These scenes are vivid enough to make you feel chilly even if you're reading the book on the beach.This series is known for its plot twists, sudden shocks and major character deaths, and Martin doesn't stint here. Some twists are genuinely shocking (though a couple have some carefully-built-in get-out clauses), on the level of the Red Wedding or higher, though others are a bit more predictable, with the author having taken care to lay some groundwork in earlier novels. Other elements come out of nowhere: the resolution of a key, major backstory mystery from the very first novel (probably not the one you're thinking of) is unexpected in both happening with two books still to go, and also in the amount of detail it gives. Another twist is bravely pulled off with almost solely the use of new characters and actually works, throwing almost all of the carefully-constructed fan theories out there for a loop.Characterisation is particularly strong, and Martin seems to relish some descriptive passages. A detailed account of the Doom of Valyria - quite a few books overdue - is spine-crawling and disturbing, whilst another one of Martin's trademark huge feasts may feel over-familiar right up until you realise what's really going on, at which point a belly laugh is the only possible response.A Dance with Dragons is a bleak book. Winter has fallen in all its fury and it really doesn't seem possible for the war-ravaged Seven Kingdoms to survive, with no harvest taken in and little to no supplies put to one side. Some characters are trapped in nightmarish situations whilst others have to be careful with every decision they make lest they trigger chaos and bloodshed. But there are moments of lightness, and the feeling that in the darkness there is still hope for these people and their world.Towards the end, A Dance with Dragons picks up an irresistible momentum which brings us towards what looks like the biggest convergence in the series to date. But, in a misstep that could have been fatal if not handled better, we never quite get to that climax, which seems to have been mostly delayed to the start of The Winds of Winter. Instead Martin breaks off the book on a series of cliffhangers that dwarf anything seen previously, and only a few story threads find any sense of resolution. But we then get a couple of concluding chapters featuring some of the most pivotal and startling moments in the series to date, and the real sense that whatever readers think A Song of Ice and Fire is about, or how it will end, Martin is not necessarily interested in doing the same thing. The ending is impressive, despite the cliffhangers, but brings in a little note of bitter sweetness: waiting a year for The Winds of Winter would be hard enough, but the fact that we know we'll probably have a lot longer is frustrating.A Dance with Dragons (****) solves a lot of the problems experienced in the previous book in the series and brings renewed energy and focus to getting this story towards the endgame. A series of cliffhangers, some over-used terms (though ""Nuncle,"" only gets one airing, thankfully) and a feeling that Martin might be revisiting some plot elements a little too freely dent the book's achievements, but a series of emotionally intense and surprising final chapters restore the faith that Martin has regained control of the story.I am a moderator on the Westeros.org website, the creator and chief admin of the Game of Thrones Wiki and someone who is mentioned in the acknowledgements of the book. Whilst I have tried to have been as honest as possible in my review, you may want to bear those factors in mind.";1
602670;"Eddie O'Kane has a drinking problem and has been know to strike a woman.  His employer, Stanley McCormick, youngest son of Cyrus McCormick, inventor of the reaper, also has a problem with women and hasn't actually seen one in twenty years--not since he attacked a perfect stranger on a train.  This book follows the lives of both men during the course of their association while Stanley is basically incarcerated at a mansion originally built for his sister, who is also mentally ill.  Stanley's behavior runs the gamut from catatonic to unbridled rage.  Over the years, his psychiatric treatment is virtually useless, serving basically as a research instrument for his physicians, until finally a doctor comes along who employs Freud's ""talking cure,"" with mixed results.  Meanwhile, Stanley's long-suffering wife Katherine visits every year but can see Stanley only by clandestinely watching him through binoculars from the mansion grounds.  According to Boyle, she never stops loving Stanley, more for what he could have been than what he actually was, and he was never a husband in the physical sense.  I identified most strongly with Katherine, not only because she's a strong female character, but also because her story is really the most tragic.  However, she doesn't allow her husband's affliction to deter her from finding her own fulfillment through feminist causes such as voting rights and birth control, and fortunately she has the financial resources to pursue these interests.  Boyle never disappoints, and this historical fiction piece is no exception.  At almost 500 pages, though, it requires a bit of a time commitment.";1
299149;Let me just start off by saying that I have the utmost respect for Duff Goldman and his staff at Charm City Cakes. I went to Culinary School and worked in a bakery right after graduation, so I can respect what they do day in and day out. And I only wish I had a fraction of the talent that they do. And after reading this book, everyone can also understand what they go through into making those beautiful, awe inspiring cakes that they produce every day. This is no cookbook. This book goes deep behind the scenes of the show Ace of Cakes. You learn all about Duff, how he got his start and how his crew at Charm City Cakes came to be. The book is filled with excellent photos of the cakes they make and of the staff themselves. And spread out through the book are stories about the staff and how they came to meet Duff. What makes both the book and the television show, Ace of Cakes, so special is that these are not just a group of people working in a bakery every day, doing a job. These are a group of friends that have grown into a close knit family and you can see that they love what they do and it shows in each and every cake that goes out their front door. So if you are a fan of the show or just have an interest in baking I highly recommend this book.;1
511062;"Although the Ashley Book of Knots is the ""go-to"" reference for marlinspike work (alternate spelling of ""marlingspike"" or ""marlinespike""), ""The Marlinspike Sailor's"" instructions are easier to follow for the beginner. As a companion piece to Hervey Garrett Smith's ""The Arts of the Sailor,"" I would recommend it for anyone wishing to get started in this dying art. You will learn all you need to know to effect the most basic ropework, and will find instruction for some of the more complex skills such as creating an ornamental bell rope. If you already do macram&eacute,, this book will expand the functionality of the craft well beyond plant hangers!";1
586628;My only regret about reading this was that I should have read it when the memories of &#34,East of Eden&#34, were fresher.John Steinbeck's writing is truly wonderful & even the everyday notes to his publisher told a great story.  He talked of developing characters, his plans to write for a certain number of hours to get the book finished on time, the dramas with pencils he used & sending off his work as he went along.  There were also stories of what was going on at home with visitors, the boys ups & downs & the joy of his family around him.  A wonderful autobiography but also shows the discipline & effort that went into writing his masterpeice, &#34,East of Eden&#34,;1
606824;Lord of the Flies was a well-written book.  I will admit that.  But it was boring for most of the book.  SO you think I contradicted myself?  Okay, it's well written in a sense that it has good language use, and lots of symbols (I seemed to like it more after we talked about it in class for English), but when I was reading it on my own over the summer, I thought it was EXTREMELY boring, and I could not concentrate and would have to read chapters again and again because it was one of those books that your eyes are reading but your brain isn't absorbing.  It only got interesting until (sorry to spoil it), but when people start killing each other, and that was about chapter 10 (out of 12).THIS BOOK was rather DULL but if you like symbols and such then read it for the sake of that, but NOT for ENTERTAINMENT purposes.;1
339505;I enjoy Wally Lamb.  I find he is a wonderful story teller. I always get involved with his characters and his detail and narrative are so great, its almost as is I am watching a movie.  This book is no exception.  The troubled marriage and the issues with the each of the children are very engrossing. I wanted a sequel for what happened to them 10 or 20 years later!! Good job Mr. Lamb.;1
453128;Although I liked the book, I found it quite depressing.  I know that it was a fiction, but I also know that many children live much like Nelly and Marnie.  I'm glad I read the book and will be discussing it with my book club.;1
280010;&quot,I guess we're like oil and water.&quot,&quot,I'd say we're more like gasoline and a blowtorch.&quot,This quote from _It Had To Be You_ basically sets the undertone for the whole book.  I love Susan Elizabeth Phillips, and I was thrilled to get my hands on _It Had To Be You_.  I'd heard so many things about her football series that I couldn't wait to read the book that started it all.Pheobe Sommerville just got herself a football team.  After her dog, Pooh, peed on her father's grave, she found out that her father left her his Chicago Stars.  Now, all she has to do is learn what to do with that little ball covered in pig skin called a &quot,football&quot,.  For, even though her father has owned the team for about a decade, Pheobe hasn't come in contact with him for longer then that.  She's been spending her time flouncing around the world and making a name for herself as a sexpot bimbo.  Little does anyone know that behind her curvy body lies an intelligent mind and a wounded soul.Dan Calebow, the Stars coach, has overcome childhood poverty and abuse to become a successful football player and coach.  Needless to say, he is furious that Pheobe inherited the team.  When the two meet, sparks fly, tempers flare, and passions roar as the reader gets ready for the time of her/ his life.  Pheobe learns how to deal with the team as Dan learns how to deal with Pheobe.  And, the two are undeniably attracted to each other.  Can the Stars win the AFC Championship so Pheobe can keep the team?  Will Pheobe and Dan put away their pride so that they can have a love for all time?I really loved _It Had To Be You_ and for many reasons.  When I first met Pheobe, I thought, Oh great, I'll have to read about her for the rest of the book.  But, I quickly saw that she was an amazingly complex character and she goes through a wonderful change through out the book.  Dan is this big chest thumping, beer belching, womanizing chauvanist, and I usually don't like my heroes to be quite this alpha.  But, he is definitely a charmer and as Pheobe fell under his spell, so did I.Susan Elizabeth Phillips is known through out the romance world for her witty, uncanny humor.  It shines in _It Had To Be You_.  Although there are definitely the darker sides to this book, it has such a cornball, smart humor to it that everyone will love it.  Susan Elizabeth Phillips has an amazing talent for romance and humor, a combination that is dynamite.  Not many books can have you laughing in stiches one second and crying your eyes out the next.  _It Had To Be You_ is one of those special few.  So, if you enjoy lovely romance and knock your socks off humor, _It Had To Be You_ is a must read.;1
113377;"I'm a contrary critter. At random moments, never when I can predict their appearance and never when I can guard against them, I will suddenly be beset by a case of the contraries. The very first time I laid eyes on an ad for Alice Walker's, ""There Is a Flower At the Tip of My Nose Smelling Me"", the contraries hit me full-force. Alice Walker's trying her hand at another children's book, eh? I was unimpressed. Oh sure, it looked cool. So do Madonna's books for that matter. It means nothing. So for months and months and months I refused to read the book. There's no explanation for it. I was simply being petulant. Sight unseen I'd made up my mind that I wasn't interested and that, ladies and gentlemen, was that. Such an attitude might suit a hermit living in a cave somewhere, but it is hardly befitting of a children's librarian. It was hard for me to ignore the fact that slowly the roar surrounding Walker's book has grown louder. It's on one best book of the year list.. no, two! No, three! I couldn't stand idly by and let this happen. If I was going to dislike this book, I was at least going to give myself a reason. So I picked it up and read it cover to cover and wouldn't you know it? It's not bad. Not bad at all. Certainly finding the right illustrator was key to the book's success, but nobody can say that Walker hasn't found a topic appealing to child-reader set. It's admittedly not the kind of poem I'd immediately gravitate towards, but I'd be lying to you if I said the book wasn't oddly beautiful. Not a first choice, but certainly a worthy one.A young girl, her face visible only in the lower right-hand corner of the page, sniffs a pale pink bloom. Says the text, ""There is a flower at the tip of my nose smelling me."" Turn the page and now the girl is embedded within a deep black/blue/purple sky. Here eyes are the clouds that float before her face, stars dotted everywhere. ""There is a sky at the end of my eye seeing me."" Working with this inside-out look at the world, the girl goes on to discover rain, dances, oceans, and finally, ""There is a story at the end of my arms telling me!""In her ""Note from the Author"" at the end of the book, Ms. Walker explains how the inspiration for this poem came to her. Basically, she was walking in a forest near her house and ""the wonder of myself as part of all this overcame me. I began to sing: 'I come out of You, my Love. I come out of You!' "". She later remarks that, ""I wrote this book, which was not a book then, but a thank you note."" It wouldn't be too much of a stretch then to interpret this book as a religious meditation on God's wonders. On the other hand, it would be equally easy to see this as an example of personal empowerment. After all, the book is all about me me me. I guess that in addition to creating a book where kids can bend their minds around statements like, ""There is a pen nestled in my hand writing me"", Ms. Walker leaves its spiritual significance wide open. The bookflap of this title describes the poem as a, ""gently provocative text"", which seems like wishful thinking on the publisher's part. Still, there's is definitely an allure here that's hard to pin down.It's a pity that the book doesn't happen to mention how illustrator Stefano Vitale created the art. From what I can tell it may have involved painting directly onto a wooden canvas, but that's just guesswork. Certainly Walker's poem is quite nice. Kid-friendly and simple, but with just the right hint of something deeper involved. Still, it's not hard to imagine what could have happened had her words been paired with a less than stellar artist. Some might have taken her story and filled it with pastel puppy dogs, bubbles, and butterflies. Someone else might have gone the opposite direction and gone all mod on us. Maybe this would have been all adult-centered three-toned shades of brown and the occasional representational object for kicks affair. Vitale's strength with this book is that he's willing to make his work both child-friendly AND easy on the eyes. His images jump close to his subject matter, as with the picture of a sunrise where we can make out a quarter of the girl's face, prominent and striking, on almost half a page. Mr. Vitale is currently a resident of Venice, and perhaps his attachment to that particular city is at work in this book. The girl's masklike (though by no means unemotional) face, the colors, the sinuous use of line, etc. all give the book a distinctly European air. Or maybe I'm just saying that because I know where Mr. Vitale currently makes his home. Dunno. All I can say for sure is that if Mr. Vitale were to turn his image of the girl blending in with the indigo-hued night sky into a poster, he'd be set for life.I'm a sucker for simplified openings. For example, you pick up this book and you open the front cover. The endpapers are just a shaded rainbow spectrum, continuous and unblemished. You turn the page. Here too is the image we saw on the cover on our left. Below it are two small dedications. On the right is the title page. After that the story starts, and all the remaining publication info is squeezed into the back of the book. There's nothing like a little good design to help a title of this type along.It's still not my favorite book of the year, but that can't really be attributed to anything but personal preference. Alice Walker's latest hits all the right notes and is a thoughtful piece as well. Worth your time and consideration.";1
128955;I liked it. Not as well as Screwtape letters but still - I hate it when it requires more words than I have brains this early in my day;1
124369;Mary Karr has a charming, light style of writing and a good grasp of the dramatic.  Unfortunately, she never seems to gain any real insight into her issues in this memoir-- I found her descriptions of her substance abuse to be pretty superficial and her conversion to Catholicism even more so.  Clearly, she is desperate for the certainty that the faith provides, but she never seems to see this about herself. Instead, she presents herself as converted by repeated proofs of prayer-That is she asks and god delivers- in the form of cars, cash and success.  Her need to uncritically reduce faith to some sort of pray order delivery service- both demeans Catholicism and makes her come off as infantile.;1
352696;"*****""A historical approach is greatly illuminating. Language comes alive in its context. ... Thus a historical approach makes Christian language relative and not absolute."" Marcus Borg, Speaking ChristianThe early Church Fathers followed primarily one of two methods of interpretation: Allegorical (spiritual) or literal. Going beyond literalism, Origen advanced allegorical Bible exegesis, early in the third century, claiming that it hides the truth from those blinded by sin and pride, while revealing it to the renewed eyes of believers. Up to the Reformation, the Bible was not usually interpreted in a strictly literal way.Marcus Borg, who pursued the search for the real historical Jesus, with the Jesus Seminar for the first decade of its work, now exposits an alternative understanding by restoring authentic biblical meanings. Dr. Borg believes Christian language needs to be set free from its contemporary literalism. He wrote some of the most thought provoking books of which Speaking Christian is the most recent. His vision, as he stated, ""I think we're living in a time of transition within Christianity that's been going on for half a century... where what I call the common Christianity that most Christians ...took for granted is no longer persuasive and compelling.""Some Biblical historians believe that Biblical literalism came about with Sola Scriptura, at the rise of Protestantism. So, Dr. Borg coaches the reader, with the book conclusion, asking if literal interpretation was part of the foundation he would like to shake, in the words of Paul Tillich, one of the century's most influential Christian thinkers. The author now persuades you into a discussion, helping you recover true belief. While the questions are his, some answers are expected from you, in the early Christian Catechetical school tradition. How important has the promise of heaven, or the threat of hell been influential to your Christian experience. How was your interpretation of the Bible, driven by the 'Framework of Heaven / Hell' concept within Christianity. How central were sin and forgiveness to adulthood faith, and how central are they for some forms of Christianity?In a recent interview the Bible scholar revealed that the turning point of his search for God, confessing that was his most formative religious insight, came in a series of mystical experiences. ""They changed my understanding of the meaning of the word 'God'-of what that word points to-and gave me an unshakable conviction that God (or the sacred) is real and can be experienced. These experiences also convinced me that mystical forms of Christianity are true, and that the mystical forms of all the enduring religions of the world are true.""Borg's liberation using a historical approach, which promotes a relative Christian language in understanding the creation, the flood, and the ten plagues goes beyond refuting literalism, to reconsider gender equality, same sex relations, and at its core to review the Christian doctrine of salvation as its only venue.";1
132187;Leonard once told a reviewer with The Strand magazine that he never begins with an outline of his literary creations.  First, Leonard selects a setting,  then he creates a group of colorful characters, colors in those characters with unique traits, memories, and abilities...and finally, he allows those characters to interact and take the story to the conclusion. Never has this process been more evident than with Up In Honey's Room. The setting is unique. The characters are interesting. The plot? It winds inexorably and sometimes painfully to its conclusion.  This book is an opportunity lost: Leonard goes through the motions, but the result is totally unfulfilling.;1
158086;Socially less valuable than Native Son, but better literature. Long overlooked book. If you read no other Wright book, read this one. Like Blackboy, gives an indepth look into American Communism. Despite obvious symbolism of blacks as &quot,outsiders,&quot, is much more intriguing when race issue is put into backseat in favor of more universal idea. Can we judge those that are not capable of accepting a society's morality and rules by that society's standards and castigate them with that society's penalties? Is it inevitable that your life will catch up with you if you run away from it? Go and get yourself a copy.;1
93846;"Clayton M. Christensen is a professor at the Harvard Business School. In the Innovator's Dilemma, he presents his research into business life cycles and how larger companies find it difficult to innovate. He shows how these larger companies eventually are replaced by innovators who make inroads by taking the bottom markets willing ceded to them by the bigger companies. Little by little, the smaller companies eat away until they have market dominance themselves, leaving the once market leader without a place to go.The concept of how small companies can thrive in a world dominated by large companies is an interesting one, especially for the entrepreneurs facing Goliath. Christensen lays out several test cases where the larger company couldn't innovate, allowing smaller companies to enter at the bottom of the market. He even shows how and why it made sense for the management of these dominant companies to allow this to happen - at the time. Innovation is not an easy prospect for large companies because their large existing customer base often will not allow the innovations to move forward because it doesn't fit their needs. Innovations often bring a different customer and large companies are not always able to choose to service both.Christensen provides a few examples of this phenomena in excruciating detail, studying the rapidly changing industries of disk drives and steel production. He rounds out the book with a discussion of the steam shovel and how it lost out to hydraulics. In a final case study, he examines how the principles could be applied to a potential disruptive technology - the electric car. He lays out a complete game plan for a company to take the innovations available and capture a new market. Sadly, in the years since publication in 1997, it doesn't appear anyone has taken up the challenge, although perhaps Tesla Motors has come the closest.The problem I have with Christensen's book is his writing style. He is definitely a Harvard Business School professor. He delves deeply into his research, explaining every nuance of the industry in such detail as to leave no doubt he has done an extensive study. I grew up in IT, living just miles away from one of the great innovators of the disk drive industry, yet I learned many things about  disk drives. I hadn't imagined I could get a technical education from a book on business management.Christensen's writing style was the biggest barrier to the material. His explanations were too deeply steeped with details that didn't move the story forward. While the datum was valid and important, it didn't necessarily have to be presented in long, exhaustive detail. Today's readers do not have a lot of time or desire to spend long stretches of deep explanation. I found it necessary to spend at least 45 minutes reading before getting ""into"" the book. I couldn't help comparing the style to that of Jim Collins inGreat by Choice. Yes, Collins is also a researcher who loves detail. The difference is that Collins moves all his detailed explanations to the appendix where those who desire it can find it. The book itself is organized into fast moving, short chapters laying out the salient points distilled from the exhaustive research. I would really have appreciated this approach in this book by Christensen. Collins is a storyteller where Christensen is a Harvard professor.Christensen's insight is worth the slog through the knee deep data. Just be ready with a canteen for dry stretches of endless detail as far as the eye can see.";1
23980;I found this book really interesting, Barabara Erskine handled the changes in character and their stories really well. The characters were real and their  feelings told the stories.First in ancient England and then in ancient Rome. With the main character being in Modern times and in the modern Rome and England, gave you an idea of how time had changed. Very well historically researched.;1
123255;The first time I read Lost Horizon, was in the summer of my sophomore high school year, for a reading requirement. I didn't think I would enjoy any of the other books on the list: The Red Badge of Courage, The Old Man And The Sea, A Tale Of Two Cities. That was literature, and I learned that literature meant alot of beautiful passages, finely crafted human emotions but all terribly and painfully boring. Lost Horizon was going to be another preachy epic, about the human condition.I was wrong.Turned out I consumed the novel in two afternoons with my 16-year old adolescent mind. I was lost in a world, where a woman stayed beautiful for ninety years, a land protected as secret from society, an eden.Bangkok is attacked and four passangers find themselves on a plane, being evacuated from the burning city. Barnar - a mysterious american with oil fields in north, Miss Brinklow - a dellusioned missionary who thinks she can convert anyone to christianity, Mallinson a british youth and Conway the adored hero of the novel.They find themselves abducted into paradise, where no one grows old, where wars can't find their way over high peaks, where the vanity of the world stops, and art masterpieces and books are hid away from a 'dying world'.The only way back to the rest of the world is to wait for porters that come into Shangri-La and trade goods. The problem is the porters have no regule schedule, they may show up next month or next year. Mallinson the youth, misses his girlfriend left back in london and his family. He's anxious to get back and watches the other comrades daze into a fatefull sleep, earning to stay in Sri-Lanking, the perfect paradise.Conway is 38. He's tired after the war, with no real purpose in life. He thinks about settling down and Sri-Lanka is the perfect place.Barnar has other reasons to stay. A bit sinister, but who can blame him to leave paradise? It's his perfect escape from his crimes and the punishment that awaits him on the outside.Miss Brinklow views the settlement as a perfect mission ground where she can convert the 'non-believers' to christianity.The day of escape comes and Mallinson finds he's the only one trying to leave.I've read the Lost Horizon this week. Four years later and I've never grown out of it. It's still just as good, literature mixed with thriller, page turner, and rivaling modern bestsellers.Enjoy your summer. Pick up this read.;1
490624;Wow -- what a story!  I followed some of it on HLN but this book filled in a lot of what I missed.  People need to be careful about getting involved in such a toxic relationship.  I hope that Jodi gets help in prison for her mental illness.  She needs the rest of her life to think about what she's done.;1
614974;The Neverending Story is a book that anyone can enjoy, regardless of age and gender. It was better than I expected it to be and it's packed full of important themes. How Michael Ende came up with a great story like this  truly boggles the mind. I've seen the movie and liked it, but the book  explained what the real meaning of its' title. The only gripe that I had  with it were some of the character descriptions, some of them seemed rather  corny, either the product of Ende's intent or Manheim's translations. Other  than that, I consider this novel a first rate fantasy. Anyone, I think, who  reads it, will definetly think about Ende's thoughts that he expressed in  his book. It is clear that Michael wrote an entertaining fantasy, but he  also wanted the reader to think. The Neverending Story is about Bastion, a  depressed boy who dosen't seem to like himself too much. When he discoveres  that the land of imaginations' existence depends on his actions, he is  afraid and wonders what the Childlike Empress could want out of a anti-hero  such as himself. When he does save Fantasia, he becomes not only it's  savior, but also a supreme being. But his new-found powers make him very  vunerable to HIMSELF?  Read the book to see what I mean. The Neverending  Story is a book that its' readers won't forget for a long time, if ever.;1
99120;I found this book more interesting and more original than the average romance. I would definitely recommend it to my friends.;1
215387;Funny. There seems to be a Law of Nature that fantasy and science fiction series descend rapidly in quality after the first few books. Terry Pratchett is a notable exception to this rule. The first few Discworld books are a pleasant enough way to spend an afternoon. The later books are considerably more than that. In them Pratchett's characters have deepened and the engrossing storyline is only the top layer of the book. This is one of the best of the Discworld books I've read (my favorite so far is Monstrous Regiment). I'm sure both that I'll be rereading it and that I'll be pick up subtleties I missed this time around.;1
532900;In the American Southwest, an elderly man lies dying beside a deserted road when two tourists pick him up and take him to a small town hospital. Once there, the emergency room physician does an MRI. She finds something even stranger than the way the old man's clothing appears cut apart and mismatched back together: his insides look that way, too. Soon he's dead, but not before babbling words and phrases that make local law enforcement mightily curious. &quot,Quantum foam. Makes me roam.&quot,Meanwhile, far away in France, scholars dig in the ruins of a &quot,Dark Ages&quot, fortress and town discreetly bought up by the U.S. corporation for which the dead old man (a noted physicist) worked. The professor supervising both dig and graduate assistant staff disappears. As they puzzle over his absence, his students discover a note in his handwriting. &quot,Help me,&quot, it says. A note on parchment, and in ink, from the time whose artifacts they're uncovering.Meticulous in both its historical detail and its scientific speculation, this pulse-pounding, plot-twisting thriller held my interest from first word to last. My only criticism (as always seems to be the case for me with this author) is that for all the time I spent with his characters, I didn't get to know them very well.Which won't stop me from buying another Crichton novel soon. A terrific read!;1
559120;Some might be daunted by the sheer size of this book but I say it is well worth the time spent reading it. Dianna Gabaldon is a master of story telling and held me captive throughout this epic journey. I would suggest snuggling up in a cozy chair and getting to know Jamie Frasier.;1
473649;Molly again takes us into a world where relationships are real.  This isn't a &#34,boy meets girl, they fall in love and live hea&#34, story.  There is a boy, and a girl, snd brothers, friends and broken hearts.  Ths is about overcoming obstacles so you can live the life you want/deserve.  This should be on you TBR list!;1
465669;I am a sucker for anything that has Clan in the title, I love those highlanders as they lord over the Scottish lands.  This is an enjoyable story about betrayal, loss and renewed love.Macrath Sinclair and Virginia were in love and as soon as she could convince her father, they were going to marry.  Unfortunately her father was not going to let her marry a man from the highlands who is without a title.  Instead her father marries her to an older man with health problems that took his anger out on those around him.  He dies less than a year later and leaves his wife, mother and sister, penniless.In order to survive, Virginia needs an heir and she knows just the man who could help her.  She travels to Scotland and is welcome with some reservations by Macrath but he forgives her and they spend some wonderful nights together.  Yet she still leaves him.  He goes off to Australia with his invention, an ice machine that preserves food and returns a year later to find London in turmoil because of Small Pox.When he hears Virginia is sick he goes to visit only to find out he has a son, without hesitation he whisks his son back to Scotland, and that is when the battle begins.I thoroughly enjoyed this book and as this is the first in the series, look forward to reading more.  I had such feelings for Macrath, as he is first hurt when she marries without telling him why, then when she comes for help she does not tell him her problems and of course the worst one is when she withholds his son from him.  He just pulls at your heartstrings.I know Virginia had her issues, she did not want to be forced to marry and when she is free she does not go to Macrath with her heart, instead she deceives him.  I know she did not have many choices but I wish she could have confided in him.  I did like the chemistry between them and thought they fit well together.  Both of them were stubborn and strong willed which is probably why it took them so long to forgive and find the happiness they deserve.I will definitely be continuing the series and look forward to more.Copy from publisher through Edelweiss for an honest review;1
535435;I read the first 75% of the novel with disdain, and most of it was directed at the two protagonists of the novel, Lin and Manna.  I've never read any main characters as passive, stupid, and pathetic.  I don't know if Ha Jin was trying to generate sympathy for the characters, but it didn't work for me.  Like I said before, I looked down on the characters--most of their misfortunes were self-inflicted, whether from Lin's arranged marriage to his dumb wife or their pointless &quot,waiting&quot, itself.  And I didn't buy for a New York minute that Lin would keep on going back to his wife for a divorce once a year for 18 years without thinking of trying something else, I mean, how dumb can a guy be?So . . . going into the final quarter of the novel, I expected a total cliched tragic ending.  A lot of these Chinese books and movies always go for this, like Joan Chen's witless movie Xiu Xiu.  However, Ha Jin does something interesting, and the ending surprised me.  Far from being cliched, it was quite original and utterly believable and realistic.  Ha Jin shows what reality is:  that no matter how sad the people and their situation, life goes on.  Sad people generally do not commit suicide or die of cancer when it's convenient for the plot.  As such, I applaud this novel.;1
68176;So much goes through my mind as I try to write a review for this book that it's hard to settle on how to approach it. I guess the best I can say is, &#34,Read it.&#34, Kingsolver has constructed an amazing tale with many rich layers and characters. Reading it for the second time was even better as I could really see the genius in her writing. It gives you an interesting look at Africa and its people, and our own entanglement in the politics of the Congo.;1
