subject,relation,object,new_topic,old_index
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of Latin American nations opposed trade legislation pending,4,5232
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of American nations trade legislation,4,5233
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of Latin American nations trade legislation,4,5234
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of American nations opposed trade legislation pending in Congress,4,5235
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of American nations formally opposed trade legislation,4,5236
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of Latin American nations formally opposed trade legislation,4,5237
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of Latin American nations formally opposed trade legislation pending,4,5238
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of nations formally opposed trade legislation,4,5239
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of Latin American nations formally opposed trade legislation pending in Congress,4,5240
it,would curb,their exports,4,5241
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group formally opposed trade legislation,4,5242
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of nations opposed trade legislation pending,4,5243
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of Latin American nations opposed trade legislation,4,5244
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of nations trade legislation pending in Congress,4,5245
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group trade legislation pending in Congress,4,5246
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of nations formally opposed trade legislation pending in Congress,4,5247
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of American nations formally opposed trade legislation pending in Congress,4,5248
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group trade legislation,4,5249
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of nations formally opposed trade legislation pending,4,5250
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of nations trade legislation,4,5251
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group opposed trade legislation pending,4,5252
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group formally opposed trade legislation pending,4,5253
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of Latin American nations trade legislation pending,4,5254
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of American nations trade legislation pending in Congress,4,5255
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of nations opposed trade legislation pending in Congress,4,5256
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of American nations opposed trade legislation,4,5257
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of nations opposed trade legislation,4,5258
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group formally opposed trade legislation pending in Congress,4,5259
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group trade legislation pending,4,5260
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of Latin American nations trade legislation pending in Congress,4,5261
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of American nations formally opposed trade legislation pending,4,5262
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of American nations opposed trade legislation pending,4,5263
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of nations trade legislation pending,4,5264
CARIBBEAN NATIONS,OPPOSE,TRADE BILLS group of Latin American nations opposed trade legislation pending in Congress,4,5265
CCC CREDIT GUARANTEES,REALLOCATED,Commodity Credit Corporation,2,5266
LPG PRICES,affected by,excitement on advent of OPEC 's mid-year meeting,6,5267
INTERNATIONAL LPG PRICES,were,little changed,6,5268
LPG PRICES,affected by,excitement on advent,6,5269
INTERNATIONAL LPG PRICES,affected by,excitement on advent,6,5270
LPG PRICES,were changed in,past week,6,5271
INTERNATIONAL LPG PRICES,affected by,excitement,6,5272
INTERNATIONAL LPG PRICES,were little changed in,past week,6,5273
INTERNATIONAL LPG PRICES,is IN,STEADY QUIET MARKET International LPG prices,6,5274
INTERNATIONAL LPG PRICES,affected by,excitement on advent of OPEC 's mid-year meeting,6,5275
INTERNATIONAL LPG PRICES,were changed in,past week,6,5276
LPG PRICES,affected by,excitement,6,5277
LPG PRICES,were little changed in,past week,6,5278
LPG PRICES,were,changed,6,5279
LPG PRICES,were,little changed,6,5280
INTERNATIONAL LPG PRICES,were,changed,6,5281
LPG,is,INTERNATIONAL,6,5282
TENNECO,BECOME,TRANSPORTER,6,5283
BAGS,amount,COFFEE,1,5284
BAGS,amount,excellent,1,5285
BAGS,amount,coffee,1,5286
UPTREND,REMAINS,six basis point rise in U,7,5287
six basis point rise,is in,U,7,5288
UPTREND,REMAINS,six basis point rise of past month,7,5289
UPTREND,REMAINS,six basis point rise,7,5290
UPTREND,REMAINS,six basis point rise of past month in U,7,5291
UPTREND,REMAINS,INTACT,7,5292
UPTREND,REMAINS,DEBT,7,5293
UPTREND,REMAINS,FUTURES,7,5294
UPTREND,REMAINS,past,7,5295
UPTREND,REMAINS,basis,7,5296
largest trading house,is in,Caracas free foreign exchange market,7,5297
Finance Minister Manuel Azpurua,told,reporters,7,5298
STOS,HAS,IT,6,5299
STOS,HAS,SIGNIFICANT,6,5300
OIL MARKETS SHOW RESPECT,has shown,to control,6,5301
OIL MARKETS SHOW RESPECT,has shown,to control of world oil situation,6,5302
to control,is with,its speed in hammering,6,5303
itself,be in,control,6,5304
OIL MARKETS SHOW RESPECT,has shown,itself,6,5305
OIL MARKETS SHOW RESPECT,has shown,control,6,5306
itself,be in,control of world oil situation,6,5307
OIL MARKETS SHOW RESPECT,has shown,control of world oil situation,6,5308
itself,has,control,6,5309
itself,has,crude,6,5310
itself,has,world,6,5311
20 DLR OIL,is IN,JANUARY OPEC 's agreement to limit to 16,6,5312
EAST TRADERS,EXPECT,20 DLR OIL,6,5313
agreement,limit,output,6,5314
JAPAN,RATIFY,1986 INTERNATIONAL COCOA AGREEMENT Japan,1,5315
JAPAN,RATIFY,1986 COCOA AGREEMENT Japan,1,5316
its membership,said in,International Cocoa Organisation,1,5317
Foreign Affairs Ministry officials,said in,International Cocoa Organisation,1,5318
Japan,ratify,ICCA,1,5319
NEW ACTING GOVERNOR,retired at,his request,6,5320
SAUDI OIL COMPANY,GETS,NEW ACTING GOVERNOR,6,5321
NEW ACTING GOVERNOR,retired at,his own request,6,5322
EGYPT AGENCY UAE Oil Minister Mana Said al Oteiba,arrived at_time,night,6,5323
EGYPT AGENCY UAE Oil Minister Mana Said al Oteiba,arrived at_time,last night,6,5324
Oteiba,arrived,night,6,5325
Oteiba,arrived,last,6,5326
Oteiba,arrived,visit,6,5327
Oteiba,arrived,national,6,5328
NORWAY,EXTENDS,7,6,5329
BANK,show,its determination,7,5330
its determination,maintain,bank officials,7,5331
100 billion yen,is in,certificates of deposit,7,5332
its determination,maintain,money policy,7,5333
its determination,maintain,central bank officials,7,5334
its determination,maintain,easy money policy,7,5335
JAPAN,has,BANK,7,5336
JAPAN,is at,BANK,7,5337
"1,200 billion yen",is in,bills,0,5338
"1,200 BILLION YEN",is IN,BILLS,0,5339
JAPAN,has,BANK,0,5340
JAPAN,is at,BANK,0,5341
June,is,German,0,5342
bank,were,unchanged,0,5343
bank,were,last,0,5344
CURRENCY DEALERS NORWAY CENTRAL BANK,SELLS,CROWNS,7,5345
CROWNS,EASE PRESSURE ON,CURRENCY DEALERS,7,5346
NORWAY CENTRAL BANK,SELLS,CROWNS,7,5347
CROWNS,EASE,UPWARD PRESSURE,7,5348
CROWNS,EASE,UPWARD PRESSURE,7,5349
CROWNS,EASE,PRESSURE,7,5350
CROWNS,EASE,PRESSURE,7,5351
CROWNS,EASE,UPWARD,7,5352
CROWNS,EASE,PRESSURE,7,5353
CROWNS,EASE,CURRENCY,7,5354
BANGLADESH 'S TRADE GAP WIDEN,is expected,widen in fiscal 1987/88 beginning,4,5355
BANGLADESH 'S TRADE GAP WIDEN,is expected,widen in 1987/88 beginning,4,5356
BANGLADESH 'S TRADE GAP TO WIDEN,is expected,widen in fiscal 1987/88 beginning on July 1,4,5357
BANGLADESH 'S TRADE GAP WIDEN,widen in,1987/88 beginning,4,5358
BANGLADESH 'S TRADE GAP WIDEN,is,expected,4,5359
BANGLADESH 'S TRADE GAP TO WIDEN,widen in,fiscal 1987/88 beginning,4,5360
BANGLADESH 'S TRADE GAP TO WIDEN,widen in,1987/88 beginning on July 1,4,5361
BANGLADESH 'S TRADE GAP TO WIDEN,is expected,to widen,4,5362
BANGLADESH 'S TRADE GAP WIDEN,is expected,to widen,4,5363
BANGLADESH 'S TRADE GAP TO WIDEN,is expected,widen in fiscal 1987/88 beginning,4,5364
BANGLADESH 'S TRADE GAP TO WIDEN,is expected,to widen in fiscal 1987/88 beginning on July 1,4,5365
BANGLADESH 'S TRADE GAP WIDEN,is expected,to widen in fiscal 1987/88 beginning,4,5366
BANGLADESH 'S TRADE GAP WIDEN,is expected,widen in 1987/88 beginning on July 1,4,5367
BANGLADESH 'S TRADE GAP WIDEN,widen in,fiscal 1987/88 beginning,4,5368
BANGLADESH 'S TRADE GAP TO WIDEN,widen in,fiscal 1987/88 beginning on July 1,4,5369
BANGLADESH 'S TRADE GAP WIDEN,is expected,to widen in 1987/88 beginning on July 1,4,5370
BANGLADESH 'S TRADE GAP TO WIDEN,widen in,1987/88 beginning,4,5371
BANGLADESH 'S TRADE GAP TO WIDEN,is expected,to widen in 1987/88 beginning on July 1,4,5372
BANGLADESH 'S TRADE GAP TO WIDEN,is expected,widen in 1987/88 beginning on July 1,4,5373
BANGLADESH 'S TRADE GAP TO WIDEN,is expected,to widen in fiscal 1987/88 beginning,4,5374
BANGLADESH 'S TRADE GAP TO WIDEN,is expected,widen in 1987/88 beginning,4,5375
BANGLADESH 'S TRADE GAP WIDEN,is expected,to widen in 1987/88 beginning,4,5376
BANGLADESH 'S TRADE GAP WIDEN,widen in,1987/88 beginning on July 1,4,5377
BANGLADESH 'S TRADE GAP WIDEN,is expected,to widen in fiscal 1987/88 beginning on July 1,4,5378
BANGLADESH 'S TRADE GAP WIDEN,widen in,fiscal 1987/88 beginning on July 1,4,5379
BANGLADESH 'S TRADE GAP TO WIDEN,is,expected,4,5380
BANGLADESH 'S TRADE GAP WIDEN,is expected,widen in fiscal 1987/88 beginning on July 1,4,5381
BANGLADESH 'S TRADE GAP TO WIDEN,is expected,to widen in 1987/88 beginning,4,5382
PRESSURE Norway,has,central bank,7,5383
BANK,7-1/2,PCT,0,5384
BANK,7-1/2,PCT,0,5385
BANK,7-1/2 PCT FROM,7-3/4 PCT OFFICIAL,0,5386
BANK,7-1/2 PCT FROM,7-3/4 PCT OFFICIAL BANK OF FRANCE CUTS INTERVENTION RATE,0,5387
BANK,7-1/2 PCT FROM,7-3/4 PCT OFFICIAL BANK,0,5388
FRANCE,has,BANK,0,5389
BANK,is at,FRANCE,0,5390
PCT,7-1/2,OFFICIAL,0,5391
FRANCE,has,BANK,0,5392
BANK,is at,FRANCE,0,5393
POLISH FARM PRICES COSTS RISE,will receive,price rises ranging,0,5394
FARM PRICES COSTS RISE,will receive,price rises,0,5395
FARM PRICES RISE,will receive,price rises ranging,0,5396
POLISH FARM PRICES COSTS TO RISE,will receive,price rises ranging from 13,0,5397
COSTS RISE,will receive,price rises ranging from 13,0,5398
POLISH FARM PRICES TO RISE,will receive,price rises ranging,0,5399
POLISH FARM PRICES RISE,will receive,price rises ranging,0,5400
FARM PRICES,RISE FROM,JULY Polish farmers,0,5401
COSTS TO RISE,will receive,price rises ranging,0,5402
COSTS RISE,will receive,price rises ranging,0,5403
FARM PRICES RISE,will receive,price rises,0,5404
FARM PRICES TO RISE,will receive,price rises,0,5405
FARM PRICES COSTS RISE,will receive,price rises ranging from 13,0,5406
POLISH FARM PRICES TO RISE,will receive,price rises ranging from 13,0,5407
POLISH FARM PRICES RISE,will receive,price rises,0,5408
FARM PRICES COSTS TO RISE,will receive,price rises ranging from 13,0,5409
FARM PRICES COSTS RISE,will receive,price rises ranging,0,5410
POLISH FARM PRICES,RISE FROM,JULY Polish farmers,0,5411
POLISH FARM PRICES RISE,will receive,price rises ranging from 13,0,5412
POLISH FARM PRICES COSTS TO RISE,will receive,price rises,0,5413
POLISH FARM PRICES TO RISE,will receive,price rises,0,5414
POLISH FARM PRICES COSTS RISE,will receive,price rises ranging from 13,0,5415
FARM PRICES TO RISE,will receive,price rises ranging from 13,0,5416
COSTS TO RISE,will receive,price rises ranging from 13,0,5417
POLISH FARM PRICES COSTS RISE,will receive,price rises,0,5418
FARM PRICES TO RISE,will receive,price rises ranging,0,5419
FARM PRICES COSTS TO RISE,will receive,price rises,0,5420
FARM PRICES COSTS TO RISE,will receive,price rises ranging,0,5421
FARM PRICES RISE,will receive,price rises ranging from 13,0,5422
COSTS,RISE FROM,JULY Polish farmers,0,5423
POLISH FARM PRICES COSTS TO RISE,will receive,price rises ranging,0,5424
COSTS RISE,will receive,price rises,0,5425
COSTS TO RISE,will receive,price rises,0,5426
FARM,is,POLISH,0,5427
veterinary inspectors,approved,Danish agriculture ministry official,4,5428
Canadian veterinary inspectors,approved,only two of 33 slaughterhouses,4,5429
veterinary inspectors,approved,agriculture ministry official,4,5430
CANADA,THREATENS BAN ON,DANISH PIGMEAT IMPORTS Canada,4,5431
BAN,told,Reuters,4,5432
inspectors,approved,only two of 33 slaughterhouses,4,5433
Canadian inspectors,approved,agriculture ministry official,4,5434
veterinary inspectors,approved,only two of 33 slaughterhouses,4,5435
Canadian veterinary inspectors,approved,agriculture ministry official,4,5436
Canadian inspectors,approved,Danish agriculture ministry official,4,5437
CANADA,THREATENS,BAN,4,5438
Canadian inspectors,approved,only two of 33 slaughterhouses,4,5439
inspectors,approved,agriculture ministry official,4,5440
inspectors,approved,Danish agriculture ministry official,4,5441
Canadian veterinary inspectors,approved,Danish agriculture ministry official,4,5442
CANADA,is at,BAN,4,5443
EXTRACTS,are extracts from,communique issued at conclusion of OPEC conference,6,5444
EXTRACTS,are extracts from,communique issued at conclusion of OPEC conference here,6,5445
EXTRACTS,are extracts from,communique issued at conclusion,6,5446
EXTRACTS,are extracts from,communique issued,6,5447
EXTRACTS,are extracts from,communique,6,5448
EXTRACTS,are,extracts,6,5449
OPEC,has,EXTRACTS,6,5450
OPEC,is at,EXTRACTS,6,5451
AGAINST INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised,7,5452
would advised,continue,recover after six month lull,7,5453
AGAINST GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised to interest rates,7,5454
GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised,7,5455
AGAINST INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised to lower interest rates,7,5456
he believed,recover after,six month lull,7,5457
INTEREST RATE CUT Bundesbank President Karl Otto Poehl,said,West Germany,7,5458
INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised,7,5459
GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised,7,5460
INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised to lower interest rates,7,5461
GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised to lower interest rates,7,5462
INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised to interest rates,7,5463
INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised,7,5464
GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised to interest rates,7,5465
AGAINST INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised to lower interest rates,7,5466
would advised,continue,to recover,7,5467
he believed,continue,recover after six month lull,7,5468
AGAINST GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised,7,5469
AGAINST INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised to interest rates,7,5470
AGAINST INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised to interest rates,7,5471
AGAINST GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised to lower interest rates,7,5472
AGAINST GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised,7,5473
he,believed,economy,7,5474
would advised,continue,to recover after six month lull,7,5475
INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised to interest rates,7,5476
he believed,continue,to recover,7,5477
AGAINST GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised to interest rates,7,5478
GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised to interest rates,7,5479
would advised,continue,to recover,7,5480
AGAINST INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised,7,5481
AGAINST GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised to lower interest rates,7,5482
GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl,said,West Germany,7,5483
GERMAN INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would advised to lower interest rates,7,5484
would advised,continue,recover after six month lull,7,5485
INTEREST RATE CUT Bundesbank President Karl Otto Poehl said,would,would badly advised to lower interest rates,7,5486
would advised,continue,to recover after six month lull,7,5487
KUWAIT,SEES OPEC OUTPUT OVER,CEILING TO END YEAR OPEC output,6,5488
KUWAIT,SEES OPEC OUTPUT for,half of 1987,6,5489
KUWAIT,SEES,OPEC OUTPUT,6,5490
KUWAIT,SEES OPEC OUTPUT including,that of Iraq,6,5491
KUWAIT,SEES OPEC OUTPUT for,half,6,5492
KUWAIT,SEES OPEC OUTPUT for,second half of 1987,6,5493
KUWAIT,SEES OPEC OUTPUT OVER,CEILING,6,5494
KUWAIT,SEES OPEC OUTPUT for,second half,6,5495
May,is,German,0,5496
FRENCH INFLATION,CONFIRMED AT,0,0,5497
INFLATION,CONFIRMED AT,0,0,5498
INFLATION,is,FRENCH,0,5499
European Community 's inflation rate,fell to,3,0,5500
European Community,has,annual inflation rate,0,5501
European Community 's annual inflation rate,fell IN,MAY,0,5502
European Community 's inflation rate,fell marginally to,3,0,5503
European Community 's inflation rate,fell IN,MAY,0,5504
European Community 's inflation rate,fell marginally IN,MAY,0,5505
European Community 's annual inflation rate,fell to,3,0,5506
European Community 's annual inflation rate,fell marginally IN,MAY,0,5507
European Community 's annual inflation rate,fell marginally to,3,0,5508
ARMISTICE,ELUDES,EC,4,5509
OFFICIAL REPORT crops,are,up to two weeks,2,5510
State Plant Cultivation Bureau,said in,report,2,5511
OFFICIAL REPORT Danish crops,are,up to two weeks behind normal growth levels,2,5512
OFFICIAL REPORT Danish crops,are,up to two weeks behind growth levels,2,5513
cold weather,is in,May,2,5514
State Plant Cultivation Bureau,said due,weather in May,2,5515
State Plant Cultivation Bureau,said due,cold weather in May,2,5516
State Plant Cultivation Bureau,said due,weather,2,5517
OFFICIAL REPORT Danish crops,are,up to two weeks,2,5518
State Plant Cultivation Bureau,said due,cold weather,2,5519
OFFICIAL REPORT crops,are,up to two weeks behind growth levels,2,5520
OFFICIAL REPORT crops,are,up to two weeks behind normal growth levels,2,5521
CROPS,is,DANISH,2,5522
new rules,allow,exporters of 25 products,2,5523
RULES,announced,rules,2,5524
rules,allow,exporters,2,5525
INDIA,RELAXES,RULES,2,5526
RULES,announced,new rules,2,5527
new rules,allow,exporters,2,5528
INDIA,RELAXES,RULES FOR EXPORT PROMOTION Reserve Bank of India,2,5529
rules,allow,exporters of 25 products,2,5530
exporters,use,foreign exchange,2,5531
INDIA,RELAXES,RULES FOR EXPORT PROMOTION Reserve Bank,2,5532
exporters,use,exchange,2,5533
Federal Reserve,entered,government securities market,0,5534
government securities market,arrange,two day repurchase agreements,0,5535
government securities market,arrange,two day repurchase agreements for system account,0,5536
RAINS,HELP,U,2,5537
RAINS,HELP,U,2,5538
DAUSTER SAYS CONSUMERS,SHOULD KEEP OUT OF,QUOTAS Consumer countries,1,5539
countries,intervene,Brazilian,1,5540
countries,intervene,distribution,1,5541
option agreement,is with,Tyranex Gold Inc,3,5542
GUNNAR GOLD,is IN,VENTURE AGREEMENT Gunnar Gold Inc,3,5543
Tyranite gold property,is in,Ontario,3,5544
GUNNAR,is at,GOLD,3,5545
City,signed,option,3,5546
City,signed,joint,3,5547
City,signed,venture,3,5548
sector,export,cotton,4,5549
PRIVATE COTTON,allowed,sector,4,5550
COTTON,allowed,private sector,4,5551
sector,export cotton in,trade policy,4,5552
private sector,export cotton in,trade policy,4,5553
sector,export cotton in,new trade policy,4,5554
PRIVATE COTTON,allowed,private sector,4,5555
private sector,export cotton in,new trade policy,4,5556
private sector,export,cotton,4,5557
COTTON,allowed,sector,4,5558
OPEC QUOTA MINISTER Ecuador,will produce oil during,second half,6,5559
OPEC QUOTA MINISTER Ecuador,will produce oil during,second half of year,6,5560
OPEC QUOTA MINISTER Ecuador,will produce oil in,"excess of its 221,000 bpd OPEC quota",6,5561
Energy Minister Fernando Santos Alvite,told news conference,ECUADOR PRODUCE,6,5562
Energy Minister Fernando Santos Alvite,told news conference,ECUADOR TO PRODUCE,6,5563
OPEC QUOTA MINISTER Ecuador,will produce oil during,half,6,5564
OPEC QUOTA MINISTER Ecuador,will produce,crude oil,6,5565
OPEC QUOTA MINISTER Ecuador,will produce oil during,half of year,6,5566
OPEC QUOTA MINISTER Ecuador,will produce,oil,6,5567
Energy Minister Fernando Santos Alvite,told,news conference,6,5568
OPEC QUOTA MINISTER Ecuador,will produce oil in,excess,6,5569
EXCHANGE RATE,approved,exchange rate for oil export earnings,7,5570
EXCHANGE RATE,approved,exchange rate,7,5571
VENEZUELA,LOWERS,EXCHANGE RATE,7,5572
EXCHANGE RATE,approved,new exchange rate for oil export earnings,7,5573
EXCHANGE RATE,approved,new exchange rate,7,5574
VENEZUELA,LOWERS EXCHANGE RATE FOR,OIL EARNINGS Venezuela 's cabinet,7,5575
cabinet,approved,new,7,5576
cabinet,approved,exchange,7,5577
ISRAEL MINISTER,SEES,INCREASED EXPORTS,4,5578
ISRAEL MINISTER,SEES,EXPORTS,4,5579
ISRAEL MINISTER,SEES EXPORTS TO,U,4,5580
VENEZUELA BUDGET,SEES,16,6,5581
country,has,yawning trade gap,4,5582
TRADE POLICY,BOOST,EXPORTS government,4,5583
NEW TRADE POLICY,BOOST,EXPORTS government,4,5584
PAKISTAN,UNVEILS,TRADE POLICY,4,5585
NEW TRADE POLICY,BOOST,EXPORTS Pakistani government,4,5586
TRADE POLICY,BOOST,EXPORTS Pakistani government,4,5587
PAKISTAN,UNVEILS,NEW TRADE POLICY,4,5588
Miyazawa,said,nations,7,5589
Baker,has,remarks,7,5590
Baker,has,remarks,7,5591
remarks,were,agreement,7,5592
BAKER REMARKS,AIMED AT,ACCORD MIYAZAWA Japan 's Finance Minister Kiichi Miyazawa,7,5593
MIYAZAWA Japan,has,Finance Minister,7,5594
BAKER REMARKS,AIMED AT,CONFIRMING ACCORD MIYAZAWA Japan 's Finance Minister Kiichi Miyazawa,7,5595
VENEZUELA,SEES FLAT OIL PRICE DESPITE,U,6,5596
VENEZUELA,SEES,FLAT OIL PRICE,6,5597
PRICE,SEES,U,6,5598
Japanese,will move in,way,7,5599
dollar,goes,way of Wall Street,7,5600
Japanese,will move out,dollar investments,7,5601
dollar,goes,way,7,5602
DOLLAR,FOLLOWS,WALL STREET JAPANESE,7,5603
Japanese,will finally move out,dollar investments,7,5604
DOLLAR,FOLLOWS,WALL STREET,7,5605
Japanese,will finally move in,serious way,7,5606
Japanese,will move in,serious way,7,5607
Japanese,will finally move in,way,7,5608
STREET,DIVEST,dollar,7,5609
STREET,DIVEST,JAPANESE,7,5610
STREET,DIVEST,way,7,5611
STREET,DIVEST,investments,7,5612
STREET,DIVEST,serious,7,5613
STREET,DIVEST,investment,7,5614
CRITICS cocoa producers,are expanding,output,1,5615
CRITICS Asian cocoa producers,are expanding output despite,depressed world prices,1,5616
they,dismiss,suggestions in London market,1,5617
suggestions,is in,London market,1,5618
CRITICS Asian cocoa producers,are expanding,output,1,5619
CRITICS cocoa producers,are expanding output despite,depressed world prices,1,5620
their cocoa,is,inferior,1,5621
they,dismiss,suggestions,1,5622
CRITICS Asian cocoa producers,are expanding output despite,world prices,1,5623
CRITICS cocoa producers,are expanding output despite,world prices,1,5624
COCOA,is,ASIAN,1,5625
"540,000 barrels",is in,1988,6,5626
Sumita,welcomes,U,7,5627
SUMITA,WELCOMES,U,7,5628
M,rises,money,0,5629
Tanzania,has,tonnes,2,5630
steep declines,is in,Manila,7,5631
11 12 PCT OFFICIAL Growth,is in,Japan 's M 2 money supply,0,5632
Japan 's M 2 money supply,is in,October,0,5633
POEHL SAYS RATE,CAUSE FOR,CONCERN in West German interest rates,7,5634
POEHL SAYS RATE,CAUSE FOR,CONCERN in interest rates,7,5635
CONCERN,is in,West German interest rates,7,5636
POEHL SAYS RATE,CAUSE FOR,CONCERN in German interest rates,7,5637
POEHL SAYS RATE,CAUSE FOR,CONCERN,7,5638
it,ease,monetary policy,7,5639
it,ease,policy,7,5640
its discount rate,force,it,7,5641
TOKYO STOCK PLUNGE,COULD FORCE,EASIER MONEY POLICY,7,5642
meeting,is with,Baker,7,5643
meeting,is with,Baker,7,5644
Baker,underscored,monetary,7,5645
Baker,underscored,cooperation,7,5646
ACCORD West German Finance minister Gerhard Stoltenberg,said,meeting on Monday with U,7,5647
ACCORD Finance minister Gerhard Stoltenberg,said,meeting on Monday with U,7,5648
ACCORD Finance minister Gerhard Stoltenberg,said,meeting,7,5649
ACCORD West German Finance minister Gerhard Stoltenberg,said,meeting,7,5650
ACCORD Finance minister Gerhard Stoltenberg,said,meeting with U,7,5651
ACCORD Finance minister Gerhard Stoltenberg,said,meeting on Monday,7,5652
ACCORD German Finance minister Gerhard Stoltenberg,said,meeting on Monday with U,7,5653
ACCORD German Finance minister Gerhard Stoltenberg,said,meeting on Monday,7,5654
ACCORD German Finance minister Gerhard Stoltenberg,said,meeting with U,7,5655
meeting,is with,U,7,5656
ACCORD German Finance minister Gerhard Stoltenberg,said,meeting,7,5657
ACCORD West German Finance minister Gerhard Stoltenberg,said,meeting with U,7,5658
ACCORD West German Finance minister Gerhard Stoltenberg,said,meeting on Monday,7,5659
currencies,rule,bank,7,5660
currencies,rule,central,7,5661
currencies,rule,intervention,7,5662
marked dollar fall,would burden,U,7,5663
dollar fall,would burden,U,7,5664
Further marked dollar fall,would burden,U,7,5665
Further dollar fall,would burden,U,7,5666
dollar,burden,fall,7,5667
dollar,burden,U,7,5668
Stoltenberg,declines,comment,7,5669
Stoltenberg,declines,comment on possible changed targets,7,5670
Stoltenberg,declines,comment on possible changed targets for currencies Stoltenberg,7,5671
comment,declines,comment on possible targets,7,5672
comment,declines,comment on possible changed targets,7,5673
Stoltenberg,declines,comment on possible targets for currencies Stoltenberg,7,5674
comment,declines,comment on possible targets for currencies,7,5675
comment,declines,comment on possible changed targets for currencies,7,5676
Stoltenberg,declines,comment on possible targets,7,5677
comment,declines,possible,7,5678
comment,declines,targets,7,5679
comment,declines,changed,7,5680
comment,declines,currencies,7,5681
declined,comment,on target zones for currencies agreed at February 's Louvre accord,7,5682
declined,comment,on whether unpublished target zones for currencies agreed at last February 's Louvre accord,7,5683
declined,comment,whether target zones agreed at last February 's Louvre accord,7,5684
declined,comment,on whether unpublished target zones for currencies agreed at February 's Louvre accord,7,5685
declined,comment,on unpublished target zones for currencies agreed,7,5686
declined,comment,on whether unpublished target zones agreed,7,5687
declined,comment,target zones agreed at last February 's Louvre accord,7,5688
declined,comment,whether unpublished target zones for currencies agreed at February 's Louvre accord,7,5689
meeting,is with,U,7,5690
declined,comment,target zones for currencies agreed at February 's Louvre accord,7,5691
declined,comment,on target zones for currencies agreed at last February 's Louvre accord,7,5692
declined,comment,target zones agreed at February 's Louvre accord,7,5693
